company name,Current clients,Days per week of sanitation services,Hours logged by sanitation workers,Hours logged by public safety officers,Special event charges,Miscellaneous charges,Sanitation expenses,Public safety expenses,Streetscape & beautification expenses,Salaries,Outside contractor expenses,Insurance costs,Supplies and equipment costs,Total Quotation,Number_Of_Sanitation_Activities,Beautification_Activities,Media_Reach,Total_Staff,Sanitation_services_provided_Yes,Beautification_services_provided_Yes
Atlantic Max Speed,712,7,145719,71987,403576,36728,61591,337254,190524,989835,67622,39980,20051,626097,125279,344,1458100,52,1,1
South General Omega,279,7,70314,28870,360146,16591,76253,40723,39191,194113,101421,2030,3753,172758,90010,553,9982811,67,1,1
East Venture Electronics,1021,7,30578,108670,167592,63334,277673,44340,79376,436440,139739,76755,13412,464723,262582,858,698463,150,1,1
Consulting Data Telecom,762,7,57245,127222,403576,15351,370763,109690,147305,621208,45811,64454,11019,643109,93043,472,70390085,50,1,1
Provider Venture Telecom,148,7,78270,32160,360146,16628,76273,40755,39165,194131,101374,2034,3730,172821,90002,589,3628118,41,1,1
Signal Industries Bell,148,7,156101,32160,167592,104216,418775,324628,24286,1064674,132192,100566,19296,871905,195474,638,19102754,28,1,1
Architecture Star Max,547,7,77405,123248,19576,1351,560400,71903,233574,776124,61001,89764,2528,867228,243513,616,3626687,65,1,1
Max Data East,843,7,85903,14490,449206,30031,353085,53957,37398,660200,132328,104822,9385,474471,214468,404,8066894,55,1,1
Graphics Design Hardware,843,7,116831,74812,403576,54429,231302,196584,25134,238683,63357,69870,13584,507449,54690,420,45924738,53,1,1
Application Power Net,494,7,120043,110232,281710,47130,449059,256963,181649,1178412,3735,69516,5810,934801,196629,636,32300060,100,1,0
Interactive Digital Atlantic,930,7,50979,113310,76796,9735,93057,179232,75520,841336,69421,40138,973,357544,261971,400,21437609,100,1,1
Industries Electronics Digital,495,7,63006,33822,360146,16609,76294,40774,39191,194160,101408,2046,3737,172868,89958,574,2832695,31,1,1
Studio Source Research,939,7,25169,12596,291340,57522,486613,266627,136195,222514,93289,9890,2122,946957,220858,971,44816330,116,1,1
Application Telecom Signal,817,7,96741,102430,281710,47089,449032,256945,181652,1178442,3799,69537,5850,934718,196543,665,30557046,105,1,0
Building Power Atlantic,549,7,113466,111943,281710,47078,449101,256932,181652,1178454,3760,69515,5877,934763,196617,614,35176156,113,1,0
Data Pacific Electronics,270,7,88697,84620,206317,61751,339995,320707,56503,984519,98011,63839,4355,778956,153056,802,13572981,18,1,1
Star Virtual East,270,7,39889,29675,140849,47382,215779,321421,90256,385958,8971,59222,13343,674838,261816,1087,15424601,152,1,1
Industries Electronic Consulting,1137,1,45851,102387,449206,50147,547833,109687,198647,497612,18249,72543,13350,906314,274232,674,46369387,75,1,1
Innovation Adventure Max,408,7,21300,102387,76796,95089,442604,34030,59061,785121,74698,9864,15929,630784,143430,762,3274364,81,1,0
Alpha Signal North,424,7,159044,102387,19576,102256,508773,26255,51573,600517,21423,53788,10673,688857,160083,429,13840727,70,1,1
Architecture Pacific Graphics,424,7,159044,102387,211646,122147,328280,276054,172249,776962,15179,27246,2193,898730,160083,429,13840727,70,1,1
Research Studio Pacific,940,7,21507,71968,360146,68298,82466,169040,180042,425436,72138,70617,14721,499846,194245,559,19120834,122,1,1
Frontier Pacific Advanced,737,7,85769,20923,449206,30026,353072,275986,37439,776972,132325,104786,9363,696523,214419,420,7766885,68,1,1
Internet Bell South,769,7,88742,20923,19576,59478,177298,236743,168224,661111,54657,89438,17125,641743,99741,400,57823531,94,1,1
Consulting Star Contract,334,7,65195,37152,360146,16599,76241,40759,39223,194138,101415,2037,3740,172822,90013,599,647738,67,1,1
Solutions General Omega,916,1,54837,105496,449206,50189,547839,109729,198592,497550,18199,72497,13317,906349,274197,576,38410395,79,1,1
Internet Digital Signal,469,7,32293,70013,281710,102978,528578,20539,212406,484284,93996,17044,12646,864501,194583,751,3256830,109,1,0
People West Virtual,3073,7,76177,123227,281710,27392,169958,86622,10258,325516,87066,68434,18152,294230,256244,978,1219942,40,1,1
Adventure Provider Atlantic,5774,7,95731,48367,281710,116269,33971,184155,64191,51820,30964,54272,8562,398586,96997,724,33723400,139,1,1
Innovation Digital Frontier,568,7,69990,23781,360146,16570,76266,40790,39214,194108,101390,2000,3715,172840,90018,600,250546,60,1,1
Technology Virtual North,382,7,64493,5265,211646,122154,328330,276002,172257,776941,15160,27235,2213,898743,105616,785,13713688,79,1,1
Signal Power Advanced,382,7,77579,29548,232796,38806,433027,340490,76808,849188,79957,15818,16436,889131,66728,737,11330846,90,1,1
Direct Hill Telecom,841,7,75097,124855,403576,15334,370753,109690,147292,621191,45829,64449,11039,643069,93023,364,71626407,43,1,1
Signal Systems Construction,459,7,99203,73957,206317,61785,340025,320682,56517,984557,98045,63802,4383,779009,153007,829,13650216,27,1,1
Medicine Provider Bell,291,7,137237,73957,9795,20679,328573,118965,45469,280425,10167,101117,4232,513686,162224,557,4411003,128,1,1
East Pacific Future,291,7,8709,121466,34603,75245,365028,262593,173887,565158,55505,30872,16228,876753,36509,1061,37221186,115,1,1
Universal Provider Hill,291,7,168444,121466,167592,104215,418737,324566,24317,1064646,132196,100579,19292,871835,195495,744,16470193,49,1,1
Analysis Software Power,594,7,71356,1839,211646,122120,328289,276003,172224,776968,15208,27244,2233,898636,105672,803,12791469,65,1,1
Industries Virtual Source,261,7,102694,107272,281710,47113,449049,256969,181706,1178422,3774,69553,5836,934837,196576,667,31419474,109,1,0
Source Max East,318,7,42025,56606,281710,102974,528558,20584,212384,484237,93959,17059,12601,864500,194592,619,3488814,128,1,0
Technology Application Design,409,3,170030,46155,196511,100268,338949,204954,20832,1157983,38797,9409,5697,665003,147285,480,12326115,84,1,1
Systems Star Source,901,7,52761,120403,167592,63383,277697,44343,79367,436502,139785,76748,13408,464790,262549,882,674201,148,1,1
Application People Future,707,7,49698,104403,76796,9750,93064,179231,75574,841297,69459,40095,1003,357619,261989,419,18991041,109,1,1
Analysis Research Building,644,7,30281,74184,360146,68266,82443,169107,180100,425473,72167,70609,14692,499916,194258,530,19822609,146,1,1
Construction Resource General,433,7,86127,74184,121123,37476,91553,202867,57287,980056,12300,61597,18629,389183,217484,429,32730315,148,1,1
Alpha Speed Medicine,1766,7,98461,74184,403576,7306,494797,13787,184073,222802,57063,103167,14406,699963,130318,583,9933902,95,0,1
Construction Future Industries,1260,7,42276,115656,76796,9763,93100,179277,75552,841308,69439,40134,1026,357692,261981,481,18711899,75,1,1
Atlantic Design Galaxy,1514,7,119252,86161,196511,2126,439327,122272,56545,545790,38823,17474,19703,620270,135165,171,56457065,78,1,0
Future Data Net,317,7,60621,123553,19576,1307,560386,71884,233549,776129,61014,89750,2534,867126,243531,574,3159772,64,1,1
Universal Solutions Consulting,449,7,31213,16218,291340,57543,486591,266632,136215,222483,93279,9875,2182,946981,220864,959,49327464,146,1,1
Systems Max Hill,1243,5,105124,16218,30373,22058,86806,306586,209536,590071,63096,109147,6919,624986,138319,625,21651884,147,1,1
Net Electronics Studio,657,7,101558,20466,449206,30033,353093,54007,37445,660210,132309,104773,9334,474578,214477,326,6400615,52,1,1
Application Galaxy Architecture,973,5,112172,20466,9795,111982,116216,118929,63095,1076979,10134,23225,5033,410222,74327,627,66812878,86,1,1
Power Medicine Systems,973,7,25212,41164,360146,14945,574569,293689,187640,1189027,72642,75691,13070,1070843,146712,568,43806805,88,1,1
Federated Omega Adventure,387,7,30758,41164,76796,95127,442544,34075,59006,785104,74699,9840,15941,630752,143483,804,6978928,49,1,0
People Bell Application,253,7,111783,57585,217535,111264,294262,249870,244753,921607,59021,71305,7971,900149,267210,611,7720426,70,1,0
Future Research Bell,732,7,106039,52287,217535,111307,294284,249909,244763,921571,58974,71329,7930,900263,267268,537,7384797,83,1,0
Medicine Max Venture,610,5,131406,52287,9795,112011,116240,118977,63066,1077018,10138,23203,5041,410294,74292,756,67968683,111,1,1
Data Pacific Net,648,7,61716,113901,76796,9761,93062,179246,75533,841294,69417,40134,1004,357602,261934,446,19259601,97,1,1
Software Innovation Medicine,648,7,61716,113901,211646,122151,328337,276047,172189,776917,15197,27288,2182,898724,261934,446,19259601,97,1,1
Innovation Data Omega,596,7,67743,111632,127292,99128,113933,20486,197273,1029566,15026,11410,12053,430820,201064,366,13531274,10,1,1
Power General Electronics,596,7,15083,49569,449206,47193,428095,109728,41838,341488,1159522,16668,17202,626854,106360,460,30391065,102,1,1
Max Electronic Universal,596,7,9766,123193,34603,75227,365021,262605,173909,565131,55485,30840,16201,876762,36447,1029,44684605,98,1,1
Medicine North Innovation,1043,7,55020,96124,217535,71673,68072,287369,87031,916965,137419,96634,16934,514145,125924,516,8282845,94,1,1
Interactive Future Power,841,7,61598,26489,20214,80417,502352,229148,78422,733680,130435,21175,13045,890339,86787,835,35194943,47,1,1
Omega Pacific Construction,757,7,153426,26489,9795,113358,317122,78633,92315,202156,99163,77440,19111,601428,92390,660,13165453,130,1,0
Architecture Consulting Omega,469,7,65849,39602,34603,101277,342384,29733,241369,345623,62471,21340,9982,714763,74913,1027,3942013,87,1,1
Universal Vision Hill,469,7,129271,83357,403576,54467,231282,196583,25172,238688,63389,69858,13623,507504,54699,371,34629551,71,1,1
West Hardware Star,469,7,28968,22954,140849,47377,215827,321414,90226,385931,8924,59209,13413,674844,261739,1128,18559904,124,1,1
Virtual Vision Data,552,7,130339,22954,9795,113398,317117,78618,92327,202181,99179,77443,19099,601460,92338,716,12141937,123,1,0
West Architecture Construction,83,7,161868,22954,19576,102198,508813,26259,51546,600515,21430,53780,10695,688816,160047,514,15116348,115,1,1
North Pacific Direct,252,3,96393,22954,196511,49281,322534,204901,236494,1189572,111388,89868,2566,813210,123897,765,9772130,95,1,0
Source Alpha Adventure,252,7,23125,29633,140849,47406,215807,321440,90222,385956,8934,59248,13406,674875,261804,1112,16363724,141,1,1
Internet Star Analysis,484,7,59525,41459,281710,85052,157502,53992,126302,660257,140017,1722,9703,422848,259336,788,673199,142,1,1
Universal Application Digital,484,7,119356,87763,403576,54451,231291,196594,25183,238669,63346,69860,13609,507519,54697,359,40671587,71,1,1
Hill Star Graphics,494,3,71209,87763,196511,49257,322544,204930,236547,1189591,111436,89815,2585,813278,123956,718,11246839,111,1,0
Interactive Solutions Application,921,7,171668,117864,192313,103379,566331,114299,237621,377044,120193,73700,12634,1021630,250417,254,27096644,123,1,1
Solutions Advanced Power,921,7,49303,27020,140849,47441,215825,321445,90192,385953,8987,59217,13354,674903,261700,994,16306710,161,1,1
Resource Studio Bell,921,7,49303,27020,211646,122123,328284,275994,172206,776904,15165,27302,2240,898607,261700,994,16306710,161,1,1
Max Adventure Provider,880,7,163633,17976,34603,19558,457868,69717,61875,1107435,94843,43749,11268,609018,173538,1067,15715775,143,1,1
Direct Hill Application,1102,7,54382,72497,281710,116299,342234,161261,127547,255323,8733,63144,16206,747341,160284,800,20871962,74,1,1
Frontier Electronic Power,929,7,12945,12229,291340,57539,486541,266638,136240,222487,93283,9930,2118,946958,220862,872,49040435,107,1,1
Universal Direct North,236,7,96507,23961,449206,30009,353052,53946,37457,660202,132354,104767,9396,474464,214501,409,7242845,48,1,1
Building Design Alpha,942,7,62689,131652,19576,1348,560361,71891,233534,776129,61013,89769,2559,867134,243479,685,4738090,85,1,1
Virtual Data Future,845,7,164603,131652,225721,114159,568044,87130,158020,660257,141767,52387,9730,927353,240845,902,34221975,115,1,1
Direct Consulting East,1682,7,108755,70953,281710,30968,165521,116109,47392,1081550,105603,68402,16369,359990,234522,377,813007,113,1,1
Software Bell Omega,257,7,170304,19051,34603,19569,457864,69724,61932,1107422,94844,43761,11322,609089,173488,1120,18452390,148,1,1
People West Graphics,889,7,20380,5066,291340,57539,486568,266637,136240,222465,93353,9910,2156,946984,220875,964,38909001,123,1,1
Systems Technology Graphics,355,7,100166,73498,206317,61763,340015,320706,56480,984530,98028,63851,4376,778964,153020,896,14460143,42,1,1
Future Star Galaxy,399,7,74501,111382,127292,99200,113947,20479,197266,1029549,15067,11407,12094,430892,201062,344,14197627,2,1,1
Speed South Bell,399,7,32969,123595,34603,75250,365024,262644,173911,565127,55550,30876,16214,876829,36452,1123,38400979,115,1,1
People Electronic Analysis,468,7,113052,23837,449206,30023,353108,53985,37406,660245,132350,104807,9377,474522,214478,398,6926270,41,1,1
Industries Research Provider,468,7,122391,87564,403576,54435,231286,196585,25136,238694,63372,69927,13620,507442,54716,447,36055593,56,1,1
Graphics Vision East,474,7,29988,87564,76796,95156,442590,34014,59012,785112,74720,9840,15938,630772,143411,795,5683008,103,1,0
Design Application Consulting,1058,7,51151,37542,20214,80378,502379,229210,78452,733646,130398,21247,13019,890419,86724,889,39115820,74,1,1
People General Atlantic,279,7,29992,37542,76796,95116,442581,34027,59008,785072,74705,9791,15947,630732,143468,781,4386157,37,1,0
People Construction Studio,604,7,81557,12143,211646,122188,328287,276031,172233,776920,15207,27295,2217,898739,105619,816,12978575,119,1,1
Future Studio Medicine,1490,7,59107,75913,281710,116255,342214,161235,127485,255336,8702,63131,16213,747189,160373,779,21634973,89,1,1
Source Hill North,1490,7,59107,75913,211646,122184,328298,276017,172229,776973,15216,27305,2240,898728,160373,779,21634973,89,1,1
Internet Power Solutions,885,7,147461,64186,196511,31012,540518,127362,160834,377031,114371,88766,18870,859726,43691,438,48209722,79,1,1
Galaxy Interactive Data,344,7,82910,64186,121123,37488,91558,202824,57299,980023,12297,61649,18642,389169,217415,427,30959501,129,1,1
Future Net Speed,1040,7,57218,37076,20214,80387,502341,229175,78388,733626,130376,21191,13033,890291,86742,924,31992854,61,1,1
Power Star Network,1040,7,50917,28829,140849,47381,215809,321425,90198,385986,8921,59235,13356,674813,261753,1071,18661320,93,1,1
Hardware Virtual Internet,843,7,75637,42035,281710,85086,157493,54008,126260,660207,140048,1761,9717,422847,259249,665,1485505,152,1,1
Software South East,843,7,167137,42035,423722,82022,327006,261860,201109,1174492,141105,90598,19634,871997,246130,652,9216800,124,1,1
Federated Telecom Medicine,3271,7,72901,118577,281710,27373,169923,86634,10223,325515,87059,68446,18174,294153,256295,934,1217193,39,1,1
Research East Vision,737,5,98236,118577,30373,22060,86773,306588,209523,590076,63142,109146,6939,624944,138353,705,29298442,121,1,1
Adventure People Consulting,571,7,62813,104615,121123,25541,234820,179977,190151,65956,72247,66482,11548,630489,169078,930,31398765,110,1,1
Signal Construction Advanced,606,7,68186,47628,34603,101310,342398,29735,241398,345614,62405,21380,9947,714841,74925,1005,2250576,39,1,1
Power Digital Telecom,819,7,43030,66479,291340,47786,214534,86554,126989,467400,30971,19710,4837,475863,59273,714,12932103,119,1,1
Hill Systems North,272,7,155580,66479,9795,20638,328570,118940,45464,280427,10188,101112,4180,513612,162275,546,8708974,110,1,1
Bell North Power,770,7,26520,8387,291340,57521,486545,266633,136213,222482,93307,9916,2113,946912,220865,980,47199782,100,1,1
Pacific Bell Provider,480,7,155532,62125,196511,31027,540526,127350,160810,377037,114345,88781,18921,859713,43710,403,55097980,54,1,1
Bell Hardware Network,433,7,35347,58397,281710,102960,528614,20555,212403,484248,94016,17060,12592,864532,194513,708,3816402,117,1,0
People Universal Direct,869,7,75262,37723,20214,80394,502360,229213,78392,733654,130442,21201,13089,890359,86734,939,35790557,49,1,1
Provider Telecom West,874,7,17814,7816,291340,57470,486564,266651,136236,222511,93301,9880,2159,946921,220797,940,44268373,143,1,1
Signal Electronic Industries,1440,7,133034,81619,196511,2164,439325,122244,56486,545815,38805,17483,19748,620219,135081,199,52521933,92,1,0
Frontier North General,1440,7,180192,81619,423722,81980,327066,261849,201110,1174495,141092,90654,19645,872005,246065,579,9595823,111,1,1
Direct Power East,765,5,100391,81619,30373,22068,86741,306586,209552,590093,63113,109172,6930,624947,138416,683,31908552,151,1,1
Advanced Consulting Solutions,525,7,53102,95801,217535,71683,68113,287343,86970,916953,137471,96658,16935,514109,125859,526,8037206,88,1,1
Star Application Future,1059,7,66714,35647,20214,80395,502370,229206,78429,733649,130406,21197,13056,890400,86738,947,30804852,44,1,1
Pacific Digital Virtual,5233,7,69795,47132,281710,116276,34027,184196,64181,51783,30965,54262,8527,398680,96983,715,32948305,157,1,1
Atlantic East Application,467,7,114870,47132,19576,59461,177342,236739,168166,661093,54690,89465,17145,641708,99773,323,58224307,87,1,1
Graphics Analysis Provider,765,7,147397,47132,9795,113404,317108,78621,92336,202143,99227,77472,19143,601469,92403,682,8492770,190,1,0
